Date,Income,Loan_disbursed,Age,Gender,Outstanding_debt,Purpose,Interest_rate,Education_level,Feedback,Promo_Campaign,Year,Quarter,Day_month,Weeknum,Month,Weekday
2015-08-23,85110,170220,63,M,90871,Travel,14.1,Graduate,3,1,2015,3,23,35,Aug,Sun
2015-08-24,88110,176220,27,M,77128,Travel,14.1,Graduate,5,1,2015,3,24,35,Aug,Mon
2015-08-25,94670,189340,47,M,34390,Education,14.1,Graduate,5,1,2015,3,25,35,Aug,Tue
2015-08-26,3000,6000,25,F,2071,Education,14.1,Graduate,5,1,2015,3,26,35,Aug,Wed
2015-08-27,24270,19416,41,M,48910,Education,14.1,Graduate,3,1,2015,3,27,35,Aug,Thu
2015-08-28,24840,19872,47,M,94379,Personal,14.1,Graduate,4,1,2015,3,28,35,Aug,Fri
2015-08-29,25000,20000,48,M,35052,Education,14.1,Graduate,2,1,2015,3,29,35,Aug,Sat
2015-08-30,25710,77130,75,F,99841,Personal,14.1,Graduate,3,1,2015,3,30,36,Aug,Sun
2015-08-31,26110,78330,28,M,55264,Travel,14.1,Graduate,4,0,2015,3,31,36,Aug,Mon
2015-09-01,26570,15942,35,M,32583,Travel,14.1,Graduate,3,1,2015,3,1,36,Sep,Tue
2015-09-02,27610,16566,66,M,60991,Personal,14.1,Graduate,4,0,2015,3,2,36,Sep,Wed
2015-09-03,28890,17334,49,M,37733,Education,14.1,Graduate,2,0,2015,3,3,36,Sep,Thu
2015-09-04,29230,17538,52,M,4445,Personal,14.1,Graduate,2,0,2015,3,4,36,Sep,Fri
2015-09-05,29850,17910,74,M,19106,Personal,14.1,Graduate,4,1,2015,3,5,36,Sep,Sat
2015-09-06,30040,18024,60,M,23353,Personal,14.1,Graduate,3,1,2015,3,6,37,Sep,Sun
2015-09-07,30410,18246,35,M,77304,Others,14.1,Graduate,4,0,2015,3,7,37,Sep,Mon
2015-09-08,31110,18666,27,M,17622,Travel,14.1,Graduate,2,1,2015,3,8,37,Sep,Tue
2015-09-09,32000,19200,26,M,95172,Others,14.1,Graduate,4,1,2015,3,9,37,Sep,Wed
2015-09-10,33230,99690,25,M,99502,Travel,14.1,Graduate,3,1,2015,3,10,37,Sep,Thu
2015-09-11,33470,100410,40,M,68879,Others,14.1,Graduate,3,0,2015,3,11,37,Sep,Fri
2015-09-12,34440,103320,34,M,84463,Travel,14.1,Graduate,4,1,2015,3,12,37,Sep,Sat
2015-09-13,34670,104010,32,M,81777,Travel,14.1,Graduate,2,0,2015,3,13,38,Sep,Sun
2015-09-14,34670,104010,51,M,19232,Personal,14.1,Graduate,3,1,2015,3,14,38,Sep,Mon
2015-09-15,35290,105870,66,M,2705,Travel,14.1,Graduate,3,1,2015,3,15,38,Sep,Tue
2015-09-16,35480,106440,54,M,16723,Personal,14.1,Graduate,4,1,2015,3,16,38,Sep,Wed
2015-09-17,38330,114990,29,M,43543,Travel,14.1,Graduate,4,0,2015,3,17,38,Sep,Thu
2015-09-18,38590,115770,46,M,26286,Education,14.1,Graduate,1,1,2015,3,18,38,Sep,Fri
2015-09-19,38890,116670,63,M,26843,Travel,14.1,Graduate,5,1,2015,3,19,38,Sep,Sat
2015-09-20,40230,120690,23,F,94830,Travel,14.1,Graduate,2,1,2015,3,20,39,Sep,Sun
2015-09-21,41110,123330,71,M,44108,Personal,14.1,Graduate,5,0,2015,3,21,39,Sep,Mon
2015-09-22,41270,123810,75,M,44032,Home,14.1,Graduate,3,0,2015,3,22,39,Sep,Tue
2015-09-23,42310,126930,55,M,5988,Personal,14.1,Graduate,1,1,2015,3,23,39,Sep,Wed
2015-09-24,43640,130920,63,M,6220,Personal,14.1,Graduate,1,0,2015,3,24,39,Sep,Thu
2015-09-25,44760,134280,58,M,56044,Personal,14.1,Graduate,2,1,2015,3,25,39,Sep,Fri
2015-09-26,45320,135960,56,M,10859,Personal,14.1,Graduate,5,1,2015,3,26,39,Sep,Sat
2015-09-27,46670,140010,68,M,77140,Personal,14.1,Graduate,2,1,2015,3,27,40,Sep,Sun
2015-09-28,46960,140880,63,M,84644,Travel,14.1,Graduate,2,0,2015,3,28,40,Sep,Mon
2015-09-29,48010,144030,39,M,37976,Education,14.1,Graduate,2,0,2015,3,29,40,Sep,Tue
2015-09-30,49000,147000,30,M,99299,Travel,14.1,Graduate,2,0,2015,3,30,40,Sep,Wed
2015-10-01,50850,152550,36,M,98962,Education,14.1,Graduate,3,0,2015,4,1,40,Oct,Thu
2015-10-02,51330,153990,59,M,23560,Personal,14.1,Graduate,4,1,2015,4,2,40,Oct,Fri
2015-10-03,52230,219366,63,M,58705,Personal,14.1,Graduate,4,1,2015,4,3,40,Oct,Sat
2015-10-04,53160,223272,48,M,69071,Education,14.1,Graduate,2,1,2015,4,4,41,Oct,Sun
2015-10-05,53230,223566,74,M,88089,Travel,14.1,Graduate,1,1,2015,4,5,41,Oct,Mon
2015-10-06,54000,226800,63,M,16124,Travel,14.1,Graduate,2,1,2015,4,6,41,Oct,Tue
2015-10-07,55840,234528,50,M,52185,Education,14.1,Graduate,4,0,2015,4,7,41,Oct,Wed
2015-10-08,56000,235200,47,M,17193,Others,14.1,Graduate,4,1,2015,4,8,41,Oct,Thu
2015-10-09,56350,236670,43,M,65994,Education,14.1,Graduate,2,1,2015,4,9,41,Oct,Fri
2015-10-10,57170,240114,64,M,53919,Personal,14.1,Graduate,2,1,2015,4,10,41,Oct,Sat
2015-10-11,57330,240786,66,M,60213,Personal,14.1,Graduate,5,1,2015,4,11,42,Oct,Sun
2015-10-12,57920,115840,69,M,27182,Travel,14.1,Graduate,1,1,2015,4,12,42,Oct,Mon
2015-10-13,59560,119120,50,M,72423,Education,14.1,Graduate,3,1,2015,4,13,42,Oct,Tue
2015-10-14,60720,121440,29,M,2974,Travel,14.1,Graduate,4,1,2015,4,14,42,Oct,Wed
2015-10-15,62030,124060,74,M,86342,Personal,14.1,Graduate,1,1,2015,4,15,42,Oct,Thu
2015-10-16,62600,125200,29,M,8247,Travel,14.1,Graduate,4,0,2015,4,16,42,Oct,Fri
2015-10-17,63130,126260,66,M,37552,Travel,14.1,Graduate,4,1,2015,4,17,42,Oct,Sat
2015-10-18,65160,130320,55,M,7792,Others,14.1,Graduate,5,1,2015,4,18,43,Oct,Sun
2015-10-19,76040,152080,35,M,91993,Travel,14.1,Graduate,2,0,2015,4,19,43,Oct,Mon
2015-10-20,80440,160880,29,M,80540,Others,14.1,Graduate,3,0,2015,4,20,43,Oct,Tue
2015-10-21,81670,163340,55,M,78856,Others,14.1,Graduate,2,1,2015,4,21,43,Oct,Wed
2015-10-22,85110,170220,63,M,94692,Travel,14.1,Graduate,3,0,2015,4,22,43,Oct,Thu
2015-10-23,88110,176220,27,M,37197,Travel,14.1,Graduate,1,0,2015,4,23,43,Oct,Fri
2015-10-24,94670,189340,47,M,33035,Education,14.1,Graduate,4,1,2015,4,24,43,Oct,Sat
2015-10-25,3000,6000,25,F,67452,Education,14.1,Graduate,2,1,2015,4,25,44,Oct,Sun
2015-10-26,24270,19416,41,M,57930,Education,14.1,Graduate,5,1,2015,4,26,44,Oct,Mon
2015-10-27,24840,19872,47,M,7495,Personal,14.1,Graduate,4,1,2015,4,27,44,Oct,Tue
2015-10-28,25000,20000,48,M,72004,Education,14.1,Graduate,4,1,2015,4,28,44,Oct,Wed
2015-10-29,25710,77130,75,F,71629,Personal,14.1,Graduate,2,1,2015,4,29,44,Oct,Thu
2015-10-30,26110,78330,28,M,95969,Travel,14.1,Graduate,3,0,2015,4,30,44,Oct,Fri
2015-10-31,26570,15942,35,M,66342,Travel,14.1,Graduate,3,1,2015,4,31,44,Oct,Sat
2015-11-01,27610,16566,66,M,78247,Personal,14.1,Graduate,3,1,2015,4,1,45,Nov,Sun
2015-11-02,28890,17334,49,M,72615,Education,14.1,Graduate,3,1,2015,4,2,45,Nov,Mon
2015-11-03,29230,17538,52,M,31298,Personal,14.1,Graduate,4,1,2015,4,3,45,Nov,Tue
2015-11-04,29850,17910,74,M,77038,Personal,14.1,Graduate,4,1,2015,4,4,45,Nov,Wed
2015-11-05,30040,18024,60,M,96566,Personal,14.1,Graduate,3,1,2015,4,5,45,Nov,Thu
2015-11-06,30410,18246,35,M,54561,Others,14.1,Graduate,5,1,2015,4,6,45,Nov,Fri
2015-11-07,31110,18666,27,M,89013,Travel,14.1,Graduate,5,0,2015,4,7,45,Nov,Sat
2015-11-08,32000,19200,26,M,25472,Others,14.1,Graduate,4,1,2015,4,8,46,Nov,Sun
2015-11-09,33230,99690,25,M,92344,Travel,14.1,Graduate,1,1,2015,4,9,46,Nov,Mon
2015-11-10,33470,100410,40,M,85126,Others,14.1,Graduate,2,1,2015,4,10,46,Nov,Tue
2015-11-11,34440,103320,34,M,18286,Travel,14.1,Graduate,4,0,2015,4,11,46,Nov,Wed
2015-11-12,34670,104010,32,M,38511,Travel,14.1,Graduate,2,1,2015,4,12,46,Nov,Thu
2015-11-13,34670,104010,51,M,35324,Personal,14.1,Graduate,2,1,2015,4,13,46,Nov,Fri
2015-11-14,35290,105870,66,M,65384,Travel,14.1,Graduate,2,0,2015,4,14,46,Nov,Sat
2015-11-15,35480,106440,54,M,43243,Personal,14.1,Graduate,5,1,2015,4,15,47,Nov,Sun
2015-11-16,38330,114990,29,M,67138,Travel,14.1,Graduate,3,1,2015,4,16,47,Nov,Mon
2015-11-17,38590,115770,46,M,1531,Education,14.1,Graduate,3,1,2015,4,17,47,Nov,Tue
2015-11-18,38890,116670,63,M,32583,Travel,14.1,Graduate,3,1,2015,4,18,47,Nov,Wed
2015-11-19,40230,120690,23,F,34052,Travel,14.1,Graduate,4,1,2015,4,19,47,Nov,Thu
2015-11-20,41110,123330,71,M,27644,Personal,14.1,Graduate,3,1,2015,4,20,47,Nov,Fri
2015-11-21,41270,123810,75,M,33497,Home,14.1,Graduate,5,1,2015,4,21,47,Nov,Sat
2015-11-22,42310,126930,55,M,87889,Personal,14.1,Graduate,4,1,2015,4,22,48,Nov,Sun
2015-11-23,43640,130920,63,M,33396,Personal,14.1,Graduate,2,1,2015,4,23,48,Nov,Mon
2015-11-24,44760,134280,58,M,95450,Personal,14.1,Graduate,4,1,2015,4,24,48,Nov,Tue
2015-11-25,45320,135960,56,M,63375,Personal,14.1,Graduate,5,1,2015,4,25,48,Nov,Wed
2015-11-26,46670,140010,68,M,13686,Personal,14.1,Graduate,3,1,2015,4,26,48,Nov,Thu
2015-11-27,46960,140880,63,M,79094,Travel,14.1,Graduate,1,1,2015,4,27,48,Nov,Fri
2015-11-28,48010,144030,39,M,35368,Education,14.1,Graduate,4,1,2015,4,28,48,Nov,Sat
2015-11-29,49000,147000,30,M,49456,Travel,14.1,Graduate,5,1,2015,4,29,49,Nov,Sun
2015-11-30,50850,152550,36,M,79208,Education,14.1,Graduate,4,0,2015,4,30,49,Nov,Mon
2015-12-01,51330,153990,59,M,38193,Personal,14.1,Graduate,5,1,2015,4,1,49,Dec,Tue
2015-12-02,52230,219366,63,M,64997,Personal,14.1,Graduate,5,1,2015,4,2,49,Dec,Wed
2015-12-03,53160,223272,48,M,15520,Education,14.1,Graduate,3,0,2015,4,3,49,Dec,Thu
2015-12-04,53230,223566,74,M,19781,Travel,14.1,Graduate,3,0,2015,4,4,49,Dec,Fri
2015-12-05,54000,226800,63,M,59084,Travel,14.1,Graduate,2,1,2015,4,5,49,Dec,Sat
2015-12-06,55840,234528,50,M,35536,Education,14.1,Graduate,2,1,2015,4,6,50,Dec,Sun
2015-12-07,56000,235200,47,M,39436,Others,14.1,Graduate,4,1,2015,4,7,50,Dec,Mon
2015-12-08,56350,236670,43,M,71166,Education,14.1,Graduate,4,0,2015,4,8,50,Dec,Tue
2015-12-09,57170,240114,64,M,89067,Personal,14.1,Graduate,3,0,2015,4,9,50,Dec,Wed
2015-12-10,57330,240786,66,M,20573,Personal,14.1,Graduate,2,1,2015,4,10,50,Dec,Thu
2015-12-11,57920,115840,69,M,35958,Travel,14.1,Graduate,2,1,2015,4,11,50,Dec,Fri
2015-12-12,59560,119120,50,M,47443,Education,14.1,Graduate,3,1,2015,4,12,50,Dec,Sat
2015-12-13,60720,121440,29,M,23718,Travel,14.1,Graduate,2,1,2015,4,13,51,Dec,Sun
2015-12-14,62030,124060,74,M,75101,Personal,14.1,Graduate,5,1,2015,4,14,51,Dec,Mon
2015-12-15,62600,125200,29,M,66854,Travel,14.1,Graduate,4,1,2015,4,15,51,Dec,Tue
2015-12-16,63130,126260,66,M,48368,Travel,14.1,Graduate,2,1,2015,4,16,51,Dec,Wed
2015-12-17,65160,130320,55,M,62338,Others,14.0,Graduate,4,1,2015,4,17,51,Dec,Thu
2015-12-18,76040,152080,35,M,8876,Travel,14.0,Graduate,4,0,2015,4,18,51,Dec,Fri
2015-12-19,80440,160880,29,M,50982,Others,14.0,Graduate,3,1,2015,4,19,51,Dec,Sat
2015-12-20,81670,163340,55,M,32990,Others,14.0,Graduate,5,1,2015,4,20,52,Dec,Sun
2015-12-21,85110,170220,63,M,80261,Travel,14.0,Graduate,2,1,2015,4,21,52,Dec,Mon
2015-12-22,88110,176220,27,M,91966,Travel,14.0,Graduate,3,0,2015,4,22,52,Dec,Tue
2015-12-23,94670,189340,47,M,62532,Education,14.0,Graduate,3,1,2015,4,23,52,Dec,Wed
2015-12-24,3000,6000,25,F,98859,Education,14.0,Graduate,5,1,2015,4,24,52,Dec,Thu
2015-12-25,24270,19416,41,M,59966,Education,13.9,Graduate,4,1,2015,4,25,52,Dec,Fri
2015-12-26,24840,19872,47,M,24680,Personal,13.9,Graduate,2,1,2015,4,26,52,Dec,Sat
2015-12-27,25000,20000,48,M,40538,Education,13.9,Graduate,3,1,2015,4,27,53,Dec,Sun
2015-12-28,25710,77130,75,F,14022,Personal,13.9,Graduate,1,0,2015,4,28,53,Dec,Mon
2015-12-29,26110,78330,28,M,33072,Travel,13.9,Graduate,5,1,2015,4,29,53,Dec,Tue
2015-12-30,26570,15942,35,M,54993,Travel,13.9,Graduate,4,0,2015,4,30,53,Dec,Wed
2015-12-31,27610,16566,66,M,31364,Personal,13.9,Graduate,3,1,2015,4,31,53,Dec,Thu
2016-01-01,28890,17334,49,M,40499,Education,13.9,Graduate,3,0,2016,1,1,1,Jan,Fri
2016-01-02,29230,17538,52,M,73549,Personal,13.9,Graduate,4,1,2016,1,2,1,Jan,Sat
2016-01-03,29850,17910,74,M,30781,Personal,13.9,Graduate,4,1,2016,1,3,2,Jan,Sun
2016-01-04,30040,18024,60,M,59930,Personal,13.9,Graduate,2,1,2016,1,4,2,Jan,Mon
2016-01-05,30410,18246,35,M,31350,Others,13.9,Graduate,3,1,2016,1,5,2,Jan,Tue
2016-01-06,31110,18666,27,M,10969,Travel,13.9,Graduate,5,1,2016,1,6,2,Jan,Wed
2016-01-07,32000,19200,26,M,54043,Others,13.9,Graduate,1,0,2016,1,7,2,Jan,Thu
2016-01-08,33230,99690,25,M,39706,Travel,13.9,Graduate,2,0,2016,1,8,2,Jan,Fri
2016-01-09,33470,100410,40,M,23815,Others,13.9,Graduate,4,1,2016,1,9,2,Jan,Sat
2016-01-10,34440,103320,34,M,38955,Travel,13.9,Graduate,4,1,2016,1,10,3,Jan,Sun
2016-01-11,34670,104010,32,M,50241,Travel,13.9,Graduate,2,0,2016,1,11,3,Jan,Mon
2016-01-12,34670,104010,51,M,9842,Personal,13.9,Graduate,4,0,2016,1,12,3,Jan,Tue
2016-01-13,35290,105870,66,M,43276,Travel,13.9,Graduate,2,1,2016,1,13,3,Jan,Wed
2016-01-14,35480,106440,54,M,65761,Personal,13.9,Graduate,3,1,2016,1,14,3,Jan,Thu
2016-01-15,38330,114990,29,M,16895,Travel,13.9,Graduate,3,1,2016,1,15,3,Jan,Fri
2016-01-16,38590,115770,46,M,86051,Education,13.9,Graduate,2,1,2016,1,16,3,Jan,Sat
2016-01-17,38890,116670,63,M,30197,Travel,13.9,Graduate,5,1,2016,1,17,4,Jan,Sun
2016-01-18,40230,120690,23,F,34054,Travel,13.9,Graduate,5,0,2016,1,18,4,Jan,Mon
2016-01-19,41110,123330,71,M,10226,Personal,13.9,Graduate,2,1,2016,1,19,4,Jan,Tue
2016-01-20,41270,123810,75,M,4235,Home,13.9,Graduate,1,1,2016,1,20,4,Jan,Wed
2016-01-21,42310,126930,55,M,6821,Personal,13.9,Graduate,4,1,2016,1,21,4,Jan,Thu
2016-01-22,43640,130920,63,M,88496,Personal,13.9,Graduate,3,1,2016,1,22,4,Jan,Fri
2016-01-23,44760,134280,58,M,6357,Personal,13.9,Graduate,5,1,2016,1,23,4,Jan,Sat
2016-01-24,45320,135960,56,M,38967,Personal,13.9,Graduate,5,1,2016,1,24,5,Jan,Sun
2016-01-25,46670,140010,68,M,19909,Personal,13.9,Graduate,4,0,2016,1,25,5,Jan,Mon
2016-01-26,46960,140880,63,M,45294,Travel,13.9,Graduate,1,0,2016,1,26,5,Jan,Tue
2016-01-27,48010,144030,39,M,87324,Education,13.9,Graduate,2,1,2016,1,27,5,Jan,Wed
2016-01-28,49000,147000,30,M,42814,Travel,13.9,Graduate,2,0,2016,1,28,5,Jan,Thu
2016-01-29,50850,152550,36,M,31354,Education,13.9,Graduate,4,0,2016,1,29,5,Jan,Fri
2016-01-30,51330,153990,59,M,50914,Personal,13.9,Graduate,3,1,2016,1,30,5,Jan,Sat
2016-01-31,52230,219366,63,M,69352,Personal,13.9,Graduate,3,1,2016,1,31,6,Jan,Sun
2016-02-01,53160,223272,48,M,81606,Education,13.9,Graduate,3,1,2016,1,1,6,Feb,Mon
2016-02-02,53230,223566,74,M,60707,Travel,13.9,Graduate,1,1,2016,1,2,6,Feb,Tue
2016-02-03,54000,226800,63,M,87592,Travel,13.9,Graduate,2,1,2016,1,3,6,Feb,Wed
2016-02-04,55840,234528,50,M,28574,Education,13.9,Graduate,4,0,2016,1,4,6,Feb,Thu
2016-02-05,56000,235200,47,M,44190,Others,13.9,Graduate,1,0,2016,1,5,6,Feb,Fri
2016-02-06,56350,236670,43,M,48220,Education,13.9,Graduate,3,1,2016,1,6,6,Feb,Sat
2016-02-07,57170,240114,64,M,92052,Personal,13.9,Graduate,5,1,2016,1,7,7,Feb,Sun
2016-02-08,57330,240786,66,M,81123,Personal,13.9,Graduate,5,0,2016,1,8,7,Feb,Mon
2016-02-09,57920,115840,69,M,67870,Travel,13.9,Graduate,3,0,2016,1,9,7,Feb,Tue
2016-02-10,59560,119120,50,M,64431,Education,13.9,Graduate,3,1,2016,1,10,7,Feb,Wed
2016-02-11,60720,121440,29,M,15230,Travel,13.9,Graduate,4,1,2016,1,11,7,Feb,Thu
2016-02-12,62030,124060,74,M,90310,Personal,13.9,Graduate,1,1,2016,1,12,7,Feb,Fri
2016-02-13,62600,125200,29,M,85100,Travel,13.9,Graduate,5,1,2016,1,13,7,Feb,Sat
2016-02-14,63130,126260,66,M,4012,Travel,13.9,Graduate,5,1,2016,1,14,8,Feb,Sun
2016-02-15,65160,130320,55,M,73141,Others,13.9,Graduate,5,1,2016,1,15,8,Feb,Mon
2016-02-16,76040,152080,35,M,30571,Travel,13.9,Graduate,5,1,2016,1,16,8,Feb,Tue
2016-02-17,80440,160880,29,M,61833,Others,13.9,Graduate,3,1,2016,1,17,8,Feb,Wed
2016-02-18,81670,163340,55,M,74231,Others,13.9,Graduate,1,0,2016,1,18,8,Feb,Thu
2016-02-19,85110,170220,63,M,42775,Travel,13.9,Graduate,2,0,2016,1,19,8,Feb,Fri
2016-02-20,88110,176220,27,M,56023,Travel,13.9,Graduate,4,1,2016,1,20,8,Feb,Sat
2016-02-21,94670,189340,47,M,38864,Education,13.9,Graduate,4,0,2016,1,21,9,Feb,Sun
2016-02-22,3000,9000,27,M,2481,Others,13.9,Graduate,1,1,2016,1,22,9,Feb,Mon
2016-02-23,8990,8091,29,M,94861,Travel,13.9,Graduate,4,1,2016,1,23,9,Feb,Tue
2016-02-24,13330,11997,25,M,69280,Travel,13.9,Graduate,4,0,2016,1,24,9,Feb,Wed
2016-02-25,13670,12303,29,M,11802,Travel,13.9,Graduate,2,0,2016,1,25,9,Feb,Thu
2016-02-26,13670,12303,27,F,18203,Education,13.9,Graduate,4,1,2016,1,26,9,Feb,Fri
2016-02-27,17320,15588,33,F,37592,Education,13.9,Graduate,2,1,2016,1,27,9,Feb,Sat
2016-02-28,18370,16533,29,F,50590,Others,13.9,Graduate,2,1,2016,1,28,10,Feb,Sun
2016-02-29,20510,18459,27,F,4423,Personal,13.9,Graduate,2,1,2016,1,29,10,Feb,Mon
2016-03-01,21330,17064,33,M,27584,Others,13.9,Graduate,1,0,2016,1,1,10,Mar,Tue
2016-03-02,21670,17336,29,M,60815,Education,13.9,Graduate,4,0,2016,1,2,10,Mar,Wed
2016-03-03,23450,18760,31,M,31815,Personal,13.9,Graduate,3,1,2016,1,3,10,Mar,Thu
2016-03-04,23450,18760,32,M,54808,Education,13.9,Graduate,3,0,2016,1,4,10,Mar,Fri
2016-03-05,23450,18760,33,M,66237,Travel,13.9,Graduate,3,1,2016,1,5,10,Mar,Sat
2016-03-06,23760,19008,36,M,82125,Education,13.9,Graduate,4,1,2016,1,6,11,Mar,Sun
2016-03-07,24120,19296,39,M,33080,Personal,13.9,Graduate,3,1,2016,1,7,11,Mar,Mon
2016-03-08,24270,19416,42,M,83463,Personal,13.9,Graduate,2,0,2016,1,8,11,Mar,Tue
2016-03-09,25070,20056,49,M,62043,Others,13.9,Graduate,2,1,2016,1,9,11,Mar,Wed
2016-03-10,26360,79080,46,M,84303,Education,13.9,Graduate,2,1,2016,1,10,11,Mar,Thu
2016-03-11,26850,16110,33,M,69026,Others,13.9,Graduate,4,1,2016,1,11,11,Mar,Fri
2016-03-12,27270,16362,44,M,1307,Education,13.9,Graduate,3,1,2016,1,12,11,Mar,Sat
2016-03-13,27770,16662,64,M,66865,Personal,13.9,Graduate,5,0,2016,1,13,12,Mar,Sun
2016-03-14,29510,17706,71,M,9954,Personal,13.9,Graduate,3,1,2016,1,14,12,Mar,Mon
2016-03-15,30330,18198,32,M,54532,Travel,13.9,Graduate,4,1,2016,1,15,12,Mar,Tue
2016-03-16,30630,18378,51,M,51350,Personal,13.9,Graduate,4,0,2016,1,16,12,Mar,Wed
2016-03-17,30680,18408,76,M,91300,Home,13.9,Graduate,4,0,2016,1,17,12,Mar,Thu
2016-03-18,31110,18666,59,M,97801,Personal,13.9,Graduate,4,0,2016,1,18,12,Mar,Fri
2016-03-19,31770,19062,37,M,56411,Education,13.9,Graduate,4,1,2016,1,19,12,Mar,Sat
2016-03-20,31930,19158,68,M,46752,Personal,13.9,Graduate,5,1,2016,1,20,13,Mar,Sun
2016-03-21,32000,19200,61,M,87741,Personal,13.9,Graduate,1,0,2016,1,21,13,Mar,Mon
2016-03-22,32310,19386,43,F,42209,Education,13.9,Graduate,2,1,2016,1,22,13,Mar,Tue
2016-03-23,32330,19398,44,M,40999,Education,13.9,Graduate,2,1,2016,1,23,13,Mar,Wed
2016-03-24,32520,19512,54,M,59031,Personal,13.9,Graduate,2,0,2016,1,24,13,Mar,Thu
2016-03-25,32970,19782,50,M,93983,Others,13.9,Graduate,2,1,2016,1,25,13,Mar,Fri
2016-03-26,33050,19830,39,M,65498,Education,13.9,Graduate,5,0,2016,1,26,13,Mar,Sat
2016-03-27,33120,99360,55,F,73963,Personal,13.9,Graduate,3,1,2016,1,27,14,Mar,Sun
2016-03-28,33210,99630,63,M,20567,Personal,13.9,Graduate,2,1,2016,1,28,14,Mar,Mon
2016-03-29,33320,99960,55,M,97566,Personal,13.9,Graduate,3,1,2016,1,29,14,Mar,Tue
2016-03-30,33330,99990,43,M,70084,Education,13.9,Graduate,2,1,2016,1,30,14,Mar,Wed
2016-03-31,33330,99990,64,M,75642,Personal,13.9,Graduate,1,0,2016,1,31,14,Mar,Thu
2016-04-01,33330,99990,56,M,84790,Personal,13.9,Graduate,2,0,2016,2,1,14,Apr,Fri
2016-04-02,33330,99990,64,M,36664,Personal,13.9,Graduate,3,1,2016,2,2,14,Apr,Sat
2016-04-03,34360,103080,66,M,34486,Personal,13.9,Graduate,2,1,2016,2,3,15,Apr,Sun
2016-04-04,34440,103320,50,M,48612,Education,13.9,Graduate,4,1,2016,2,4,15,Apr,Mon
2016-04-05,34670,104010,60,M,1215,Personal,13.9,Graduate,4,1,2016,2,5,15,Apr,Tue
2016-04-06,34930,104790,35,M,89426,Travel,13.9,Graduate,2,0,2016,2,6,15,Apr,Wed
2016-04-07,35000,105000,36,M,64758,Travel,13.9,Graduate,3,1,2016,2,7,15,Apr,Thu
2016-04-08,35550,106650,55,M,51457,Personal,13.9,Graduate,3,1,2016,2,8,15,Apr,Fri
2016-04-09,35550,106650,73,M,33769,Personal,13.9,Graduate,5,1,2016,2,9,15,Apr,Sat
2016-04-10,35970,107910,55,M,6822,Personal,13.9,Graduate,3,1,2016,2,10,16,Apr,Sun
2016-04-11,36110,108330,32,M,25038,Travel,13.9,Graduate,3,1,2016,2,11,16,Apr,Mon
2016-04-12,36670,110010,45,M,60695,Education,13.9,Graduate,1,0,2016,2,12,16,Apr,Tue
2016-04-13,36910,110730,34,M,45709,Travel,13.9,Graduate,4,1,2016,2,13,16,Apr,Wed
2016-04-14,37130,111390,33,M,73072,Travel,13.9,Graduate,2,0,2016,2,14,16,Apr,Thu
2016-04-15,37320,111960,61,M,12071,Personal,13.9,Graduate,2,0,2016,2,15,16,Apr,Fri
2016-04-16,38430,115290,55,M,81088,Personal,13.9,Graduate,3,1,2016,2,16,16,Apr,Sat
2016-04-17,38600,115800,29,M,67834,Travel,13.9,Graduate,3,0,2016,2,17,17,Apr,Sun
2016-04-18,38930,116790,27,M,84648,Travel,13.9,Graduate,2,1,2016,2,18,17,Apr,Mon
2016-04-19,39050,117150,57,F,37841,Personal,13.9,Graduate,1,0,2016,2,19,17,Apr,Tue
2016-04-20,39290,117870,24,M,58566,Others,13.9,Graduate,1,0,2016,2,20,17,Apr,Wed
2016-04-21,39430,118290,49,M,45281,Education,13.9,Graduate,4,0,2016,2,21,17,Apr,Thu
2016-04-22,39440,118320,61,M,58669,Personal,13.9,Graduate,5,1,2016,2,22,17,Apr,Fri
2016-04-23,40000,120000,44,M,43147,Education,13.9,Graduate,5,1,2016,2,23,17,Apr,Sat
2016-04-24,40000,120000,66,M,12720,Personal,13.9,Graduate,5,0,2016,2,24,18,Apr,Sun
2016-04-25,40200,120600,41,M,94647,Education,13.9,Graduate,2,0,2016,2,25,18,Apr,Mon
2016-04-26,40390,121170,38,M,81780,Education,13.9,Graduate,4,1,2016,2,26,18,Apr,Tue
2016-04-27,40440,121320,50,M,33727,Education,13.9,Graduate,4,1,2016,2,27,18,Apr,Wed
2016-04-28,40690,122070,49,M,74730,Education,13.9,Graduate,4,1,2016,2,28,18,Apr,Thu
2016-04-29,40970,122910,52,M,77971,Personal,13.9,Graduate,3,1,2016,2,29,18,Apr,Fri
2016-04-30,41000,123000,42,M,94750,Education,13.9,Graduate,5,1,2016,2,30,18,Apr,Sat
2016-05-01,41330,123990,70,M,83419,Personal,13.9,Graduate,4,1,2016,2,1,19,May,Sun
2016-05-02,41370,124110,55,M,10117,Personal,13.9,Graduate,2,1,2016,2,2,19,May,Mon
2016-05-03,41670,125010,25,M,5304,Others,13.9,Graduate,5,1,2016,2,3,19,May,Tue
2016-05-04,42040,126120,36,M,87169,Education,13.9,Graduate,1,0,2016,2,4,19,May,Wed
2016-05-05,42070,126210,55,M,92612,Personal,13.9,Graduate,1,1,2016,2,5,19,May,Thu
2016-05-06,42120,126360,32,M,12218,Travel,13.9,Graduate,4,1,2016,2,6,19,May,Fri
2016-05-07,42210,126630,69,F,92052,Personal,13.9,Graduate,4,1,2016,2,7,19,May,Sat
